Make,Model,Year,Price,Mileage,Manufacture_Date
Audi,Coupe,2019,71324,84553,2013-03-09
Honda,Hatchback,2018,59097,134962,2019-09-06
Audi,Convertible,2018,7889,94376,2007-09-09
Mercedes-Benz,Truck,2011,14569,17175,2009-11-12
Chevrolet,Hatchback,2004,12612,65687,2010-09-18
Ford,SUV,2009,56644,84983,2003-11-20
Nissan,Sedan,2016,37069,155360,2005-12-07
Ford,Minivan,2004,32331,46629,2005-11-14
Hyundai,Sedan,2021,60897,116779,2005-12-07
Nissan,Sedan,2015,18934,178872,2016-02-17
Hyundai,Sedan,2006,15095,168439,2017-11-23
BMW,Coupe,2008,23706,68513,2003-03-12
Mercedes-Benz,Minivan,2002,48516,82762,2009-10-15
BMW,SUV,2014,39629,160094,2007-10-12
Honda,Convertible,2015,51910,190486,2005-02-13
Chevrolet,Convertible,2017,25431,132731,2007-11-26
Ford,Truck,2013,61733,57941,2000-06-08
Toyota,Convertible,2002,45088,169002,2019-10-31
Ford,SUV,2011,49135,43473,2010-04-21
Ford,Convertible,2008,43015,186670,2002-11-21
Nissan,Coupe,2006,36385,16040,2000-11-29
Volkswagen,Hatchback,2008,75199,69806,2009-11-05
Toyota,Convertible,2012,43677,144358,2020-10-29
Honda,Sedan,2017,17818,112076,2003-09-24
Hyundai,Sedan,2004,68001,55916,2002-07-14
Audi,Hatchback,2012,28977,148672,2015-02-10
Hyundai,Sedan,2003,54832,133363,2006-09-09
Chevrolet,Sedan,2001,45931,144195,2010-11-24
Mercedes-Benz,Coupe,2015,77204,3811,2019-11-17
Chevrolet,Coupe,2008,50784,31276,2003-11-20
Mercedes-Benz,Coupe,2008,14921,185217,2000-02-29
Ford,Convertible,2005,39959,177691,2006-11-29
Nissan,Hatchback,2010,37328,81049,2010-05-25
Honda,Sedan,2021,13859,157786,2004-04-27
Volkswagen,Truck,2021,79408,186757,2019-09-19
Chevrolet,Hatchback,2000,31708,143266,2001-12-08
Nissan,Truck,2003,23847,73062,2022-05-10
Hyundai,Sedan,2012,60989,195109,2014-06-13
Volkswagen,SUV,2022,9922,150434,2004-11-15
BMW,Hatchback,2012,74928,54499,2006-08-10
Ford,Convertible,2012,57335,46281,2021-03-21
Toyota,Truck,2001,18541,193885,2005-12-01
Toyota,Hatchback,2008,24551,44852,2000-11-04
Audi,Hatchback,2007,24381,178908,2014-11-22
Ford,Coupe,2006,60673,4595,2011-10-17
Audi,SUV,2003,27948,95930,2006-06-22
Toyota,Coupe,2017,64072,146474,2000-07-03
Honda,SUV,2002,72560,196355,2014-07-30
Hyundai,SUV,2005,7486,92676,2015-01-05
Honda,Convertible,2011,71691,173795,2000-09-02
Nissan,Hatchback,2011,15082,182394,2022-05-28
Hyundai,Coupe,2020,12086,177836,2016-03-21
Toyota,Coupe,2007,72853,155983,2001-06-03
Audi,Truck,2021,75027,19405,2010-09-12
Ford,Hatchback,2021,20916,58122,2000-10-03
Ford,Sedan,2000,20248,128909,2013-12-19
Mercedes-Benz,Sedan,2003,73047,3447,2012-07-09
Volkswagen,Truck,2020,29226,184215,2012-08-08
BMW,SUV,2010,30025,193978,2011-02-05
Toyota,Truck,2002,53380,10662,2018-08-26
Toyota,Truck,2012,12848,194073,2016-08-17
Audi,Coupe,2016,19274,58282,2000-05-21
Mercedes-Benz,Truck,2021,59545,135971,2004-09-13
Chevrolet,Minivan,2021,40233,28582,2020-01-09
Volkswagen,SUV,2009,21304,67471,2015-08-24
Honda,Sedan,2020,16294,123513,2001-02-03
Honda,Convertible,2011,31425,173285,2013-01-15
Chevrolet,Hatchback,2014,73711,107578,2017-02-15
Mercedes-Benz,Truck,2020,14425,75871,2000-08-26
Volkswagen,Hatchback,2009,49990,83205,2008-10-20
Toyota,Truck,2013,78746,74081,2020-08-24
Ford,Minivan,2012,73295,105783,2009-12-26
Toyota,Hatchback,2004,21091,83805,2014-10-22
Honda,Coupe,2005,5002,124698,2017-05-11
Hyundai,Coupe,2001,55411,168902,2006-08-26
Audi,Hatchback,2021,45958,138138,2009-12-31
Audi,Truck,2016,25707,10712,2017-04-08
BMW,Minivan,2003,20248,81527,2014-01-27
Nissan,Minivan,2013,76309,129453,2007-11-18
Honda,Truck,2009,56720,126888,2004-03-15
Mercedes-Benz,SUV,2002,20037,196437,2017-02-14
Audi,Sedan,2002,72421,87185,2002-08-06
Hyundai,Sedan,2014,45612,99851,2010-10-16
Toyota,Minivan,2005,18450,161878,2018-01-29
BMW,Convertible,2016,14491,12210,2003-11-04
Ford,Sedan,2011,79804,36972,2021-05-29
Honda,Convertible,2021,11791,34136,2009-08-12
Nissan,Coupe,2019,33314,175369,2008-01-14
Mercedes-Benz,Convertible,2010,56883,116445,2013-05-10
BMW,Convertible,2003,70629,15945,2020-07-20
Ford,Sedan,2005,14967,173549,2020-10-13
Nissan,Minivan,2000,48220,79180,2013-11-08
Nissan,Truck,2019,79163,70453,2009-02-15
BMW,Minivan,2022,9947,85404,2004-05-21
Toyota,Coupe,2015,44419,144296,2006-01-05
Mercedes-Benz,SUV,2014,61131,3052,2000-04-20
Chevrolet,Convertible,2016,33876,27272,2016-06-28
Nissan,Convertible,2007,24971,41150,2011-05-22
Audi,Hatchback,2011,67539,148388,2010-08-03
Chevrolet,Convertible,2021,54228,184461,2020-12-02
Hyundai,Minivan,2020,79495,194404,2013-09-13
BMW,Truck,2009,33261,138312,2022-06-18
Nissan,SUV,2014,66260,97095,2019-05-18
Audi,Minivan,2008,8346,68774,2008-12-05
Hyundai,Hatchback,2001,61176,43175,2001-10-24
Chevrolet,Minivan,2004,57300,131637,2009-04-13
Ford,Sedan,2005,16340,16375,2008-04-06
Honda,Coupe,2006,38012,25710,2005-03-17
Chevrolet,Truck,2020,40393,180967,2011-06-03
Honda,SUV,2000,30557,146246,2000-11-24
Audi,Coupe,2022,69204,107026,2017-03-27
Nissan,Sedan,2006,78273,27597,2010-07-13
Honda,Coupe,2019,22276,74289,2000-08-12
BMW,Hatchback,2011,59639,169469,2006-11-25
Audi,Convertible,2015,12310,164141,2022-01-29
Nissan,Convertible,2015,40167,85687,2010-03-03
Audi,Truck,2010,15391,118968,2006-08-04
Chevrolet,Coupe,2020,55621,40274,2018-04-19
Audi,Minivan,2003,15892,169269,2002-03-21
Chevrolet,Convertible,2012,41142,48634,2018-06-27
BMW,Truck,2006,50679,30041,2008-07-14
Mercedes-Benz,Truck,2003,46615,138320,2013-01-25
BMW,Hatchback,2014,52553,85365,2009-01-03
Hyundai,Truck,2018,46002,133275,2006-03-01
Chevrolet,Sedan,2008,75658,51986,2012-10-05
Nissan,Minivan,2010,14852,25370,2012-08-11
Volkswagen,Convertible,2007,10387,35247,2017-07-31
Mercedes-Benz,Convertible,2000,44994,124403,2008-05-10
BMW,SUV,2022,38725,119544,2022-06-21
Volkswagen,Sedan,2007,77682,131506,2012-03-09
Ford,Convertible,2012,5560,62982,2013-06-26
Volkswagen,Hatchback,2021,61565,65180,2007-03-31
Hyundai,Convertible,2003,6312,108534,2007-12-16
Hyundai,SUV,2007,23205,165546,2004-10-12
BMW,Coupe,2002,16595,24644,2011-10-19
Volkswagen,Coupe,2008,26329,38493,2001-03-24
Honda,Sedan,2001,73187,83824,2008-03-31
Nissan,Truck,2001,40645,135031,2004-04-17
Ford,SUV,2012,74619,47289,2009-07-23
Chevrolet,SUV,2014,38513,142215,2020-01-06
Toyota,Convertible,2022,13749,170665,2018-11-05
Honda,Hatchback,2011,35783,170187,2016-05-20
Ford,Convertible,2003,65645,153612,2019-05-29
Ford,Hatchback,2007,58175,35481,2013-01-20
Toyota,SUV,2008,67709,77097,2002-11-30
Hyundai,Truck,2022,22323,22578,2010-06-18
Ford,Coupe,2004,55762,143859,2003-12-07
Honda,Sedan,2019,69222,72048,2016-09-10
BMW,Minivan,2017,39493,183951,2006-10-19
Audi,Hatchback,2010,63328,141668,2021-02-18
Audi,Coupe,2014,17213,191741,2013-02-21
Audi,Sedan,2021,51930,151002,2017-06-22
Honda,Truck,2008,32713,179022,2013-03-22
Nissan,SUV,2016,77723,95737,2016-11-05
Chevrolet,Truck,2011,37583,18687,2007-08-26
Toyota,Hatchback,2006,27369,183905,2020-11-03
Mercedes-Benz,SUV,2009,52928,122540,2003-01-02
Hyundai,Convertible,2009,73950,167061,2004-06-26
Audi,Sedan,2012,24510,30183,2000-06-09
Volkswagen,Convertible,2018,17120,20758,2016-03-03
Hyundai,SUV,2010,10295,132154,2019-05-22
Honda,Minivan,2012,25460,96368,2012-01-30
Nissan,Sedan,2020,19963,45891,2008-08-23
Nissan,Sedan,2007,32328,176882,2006-05-27
Audi,Convertible,2007,26605,46901,2015-04-20
Volkswagen,Sedan,2003,49813,103912,2004-05-20
Mercedes-Benz,SUV,2014,51371,71062,2016-02-14
Audi,Minivan,2010,52598,152635,2010-03-07
Toyota,Hatchback,2010,65776,72008,2015-03-09
Hyundai,Hatchback,2000,77258,133847,2005-04-09
BMW,SUV,2016,45969,146900,2007-12-25
Hyundai,Convertible,2014,41912,17974,2018-11-20
Volkswagen,Truck,2019,43374,153460,2015-06-23
Audi,SUV,2005,77302,80591,2009-08-02
Toyota,Hatchback,2021,67784,18615,2019-12-01
Volkswagen,SUV,2014,54882,168958,2004-05-21
Chevrolet,Sedan,2008,20928,22838,2020-02-24
Volkswagen,Sedan,2013,26274,40728,2001-05-28
Honda,SUV,2017,39416,116249,2022-06-06
Volkswagen,Convertible,2016,65998,78000,2017-10-19
Mercedes-Benz,Truck,2017,34047,52798,2002-06-21
Audi,Sedan,2004,48356,150694,2015-08-29
Honda,Hatchback,2019,42134,144608,2022-04-23
Volkswagen,Minivan,2019,72042,198208,2006-05-10
Honda,Sedan,2008,56310,136772,2002-05-05
Toyota,Hatchback,2010,17363,169911,2002-10-14
BMW,Minivan,2021,49563,10248,2014-06-15
Honda,Truck,2000,35628,45291,2021-02-11
Hyundai,Minivan,2017,74672,82629,2012-10-24
Chevrolet,Sedan,2005,51246,125612,2019-05-13
Nissan,Minivan,2001,16161,17177,2018-02-19
Chevrolet,Convertible,2014,7810,150555,2000-07-14
Volkswagen,Hatchback,2020,64860,43815,2012-11-07
BMW,Sedan,2013,76688,38533,2012-09-25
Chevrolet,Sedan,2004,70548,26,2019-02-21
Nissan,SUV,2005,67363,104997,2007-05-21
Mercedes-Benz,Convertible,2005,16162,60611,2002-11-23
Mercedes-Benz,Convertible,2021,78535,87242,2014-04-04
BMW,SUV,2017,12219,155732,2007-08-24
Nissan,Minivan,2013,75864,186175,2001-02-24
Nissan,Hatchback,2009,8621,183325,2007-09-15
Toyota,Coupe,2013,49433,104913,2007-10-11
Ford,Truck,2012,71188,42082,2002-10-28
Honda,Convertible,2002,59951,147330,2020-11-30
BMW,Coupe,2005,41558,103613,2004-01-31
Audi,Hatchback,2007,20659,98315,2013-08-15
Toyota,Truck,2011,39413,89690,2013-07-18
Mercedes-Benz,Convertible,2012,15435,95220,2001-05-24
Toyota,Sedan,2010,58911,15389,2005-02-02
Volkswagen,Convertible,2011,33067,91860,2013-11-09
Honda,Truck,2000,74224,158757,2005-02-01
Audi,Minivan,2016,78225,190292,2015-05-09
BMW,Coupe,2015,6379,158267,2005-08-27
Volkswagen,Minivan,2010,32624,21797,2008-02-14
Ford,Sedan,2012,62745,111975,2018-07-18
Audi,Truck,2017,56805,97169,2021-08-10
Nissan,Hatchback,2010,17516,66332,2012-02-29
Audi,Minivan,2011,29843,193979,2008-10-09
Toyota,Truck,2005,10912,138260,2001-07-29
Hyundai,Convertible,2008,26514,23696,2000-07-17
Volkswagen,Hatchback,2015,62032,2024,2020-04-28
Toyota,SUV,2003,33797,167057,2003-09-27
Nissan,SUV,2002,11449,137656,2021-06-13
Mercedes-Benz,Minivan,2015,6725,90998,2005-06-21
Toyota,Sedan,2011,14304,158116,2014-08-25
Audi,Truck,2010,78058,5285,2017-08-23
Ford,Coupe,2004,18663,194187,2002-10-13
Audi,Sedan,2017,75320,7370,2009-11-27
Audi,Hatchback,2018,17676,17903,2000-01-26
Volkswagen,Minivan,2022,30192,163571,2010-03-13
BMW,Sedan,2022,29722,97904,2009-06-20
Honda,Minivan,2005,12446,22995,2018-01-19
Audi,Convertible,2021,9725,105160,2019-12-07
Audi,Hatchback,2017,62632,166272,2022-02-03
Honda,Coupe,2005,71945,88377,2012-12-29
Ford,Truck,2003,78741,144638,2020-10-11
Volkswagen,Hatchback,2011,21365,37822,2019-02-08
Mercedes-Benz,Truck,2018,70792,107412,2008-04-29
Nissan,Truck,2001,69857,51222,2021-04-05
Nissan,Sedan,2016,20704,94088,2014-10-18
Toyota,Convertible,2010,55575,90450,2001-07-25
Volkswagen,Sedan,2010,34902,181740,2013-08-20
Hyundai,SUV,2020,6195,109366,2003-05-21
Mercedes-Benz,SUV,2015,58517,110078,2006-07-08
Nissan,Truck,2001,39012,63853,2019-08-26
Hyundai,Convertible,2001,16415,185715,2004-02-26
BMW,Hatchback,2022,44534,123794,2004-03-13
Hyundai,Truck,2007,26686,153405,2016-02-13
Hyundai,Hatchback,2012,33743,147030,2021-07-08
Mercedes-Benz,Truck,2009,37161,52442,2009-07-21
BMW,Sedan,2007,66313,152026,2012-09-16
Hyundai,Truck,2003,7402,9675,2005-11-20
Honda,Truck,2014,68190,89590,2014-07-25
Chevrolet,Convertible,2000,57551,108570,2010-04-24
Audi,Convertible,2010,18275,31661,2013-07-31
Ford,Minivan,2006,33182,64289,2016-08-05
Audi,Hatchback,2016,19915,17184,2016-01-14
Toyota,Convertible,2019,5909,47963,2012-04-14
Hyundai,Truck,2017,70908,156894,2021-03-21
Nissan,Convertible,2021,27620,193375,2002-12-13
Volkswagen,Convertible,2021,39112,5267,2003-07-24
Toyota,Coupe,2011,79051,183719,2018-03-16
Mercedes-Benz,Coupe,2008,7431,62814,2019-08-30
Volkswagen,SUV,2004,67175,36025,2022-04-13
Volkswagen,Sedan,2009,37624,121246,2006-12-04
Mercedes-Benz,Minivan,2003,66264,77605,2008-12-04
Honda,Minivan,2004,36958,132053,2000-12-29
Audi,Sedan,2009,6695,43436,2002-04-25
Toyota,Convertible,2010,54932,149544,2008-04-20
Audi,SUV,2020,49225,150408,2003-08-20
BMW,SUV,2009,6403,156659,2008-11-29
Nissan,Hatchback,2007,79391,77192,2014-01-23
Toyota,Minivan,2001,43636,184085,2019-06-18
Mercedes-Benz,Coupe,2022,15839,120591,2008-11-11
Hyundai,SUV,2007,70546,84511,2015-07-09
Toyota,Truck,2015,52829,9665,2017-04-13
Toyota,Hatchback,2021,14230,158169,2014-12-18
Chevrolet,Minivan,2004,56977,91277,2001-05-13
Mercedes-Benz,Convertible,2002,45232,52474,2016-08-06
Mercedes-Benz,Truck,2011,30651,156257,2008-01-23
Audi,Sedan,2012,44963,75911,2021-10-09
Nissan,Minivan,2012,60872,92643,2016-01-13
Mercedes-Benz,Coupe,2009,18739,30484,2021-06-17
Ford,Truck,2003,68294,101165,2016-08-21
Mercedes-Benz,Convertible,2008,53356,176682,2000-05-15
Ford,Truck,2021,6789,181879,2011-01-16
Hyundai,Truck,2022,24420,181979,2018-05-06
Nissan,SUV,2001,42606,188461,2011-04-06
Honda,Coupe,2018,43640,25835,2017-12-03
Toyota,Sedan,2000,49135,96453,2012-07-30
Nissan,Convertible,2006,42067,53790,2001-07-15
Audi,Hatchback,2016,63420,9643,2014-10-14
Toyota,Hatchback,2002,22357,75846,2020-01-29
Ford,Convertible,2019,44851,150023,2009-01-27
Volkswagen,Sedan,2019,43262,146305,2010-11-04
Nissan,Convertible,2020,63643,13200,2006-01-20
Audi,SUV,2002,26534,52275,2006-06-29
Ford,Hatchback,2002,37872,89001,2019-02-04
Audi,Minivan,2016,12689,152363,2007-05-05
Audi,Hatchback,2006,74103,42448,2007-09-07
Audi,Minivan,2013,42412,161652,2006-03-05
Nissan,Truck,2016,52734,91685,2017-06-22
Volkswagen,SUV,2017,74930,152418,2013-05-31
Ford,Hatchback,2012,27228,10619,2008-08-25
Honda,SUV,2019,16319,105454,2015-06-27
Ford,SUV,2019,11475,1766,2003-12-23
Mercedes-Benz,Sedan,2020,19728,3549,2006-05-11
Toyota,Hatchback,2017,34545,149765,2019-06-07
Volkswagen,Minivan,2003,66756,193091,2004-11-03
Nissan,Coupe,2000,73775,107938,2016-09-09
Chevrolet,Minivan,2017,43699,127673,2014-03-13
Honda,Sedan,2000,41821,48328,2003-03-15
Toyota,Sedan,2012,35615,25301,2012-11-23
Chevrolet,SUV,2019,18746,44763,2018-01-16
Mercedes-Benz,Coupe,2019,27745,151837,2001-01-21
Ford,Sedan,2022,6245,44787,2006-08-27
Ford,Coupe,2009,29853,120675,2003-11-06
Volkswagen,Hatchback,2010,32632,7425,2000-05-03
Nissan,SUV,2008,17856,12857,2010-12-11
Nissan,Sedan,2008,61893,183843,2016-03-06
Toyota,Coupe,2004,75641,92999,2010-09-01
BMW,Convertible,2000,73049,153516,2022-01-31
Mercedes-Benz,Minivan,2016,63182,41457,2001-12-28
BMW,Sedan,2021,7801,131776,2019-04-10
Audi,Sedan,2001,44749,5452,2021-02-14
Honda,Sedan,2012,78757,111153,2010-01-18
Ford,Coupe,2008,60654,38862,2003-02-15
Toyota,Truck,2003,76574,192543,2011-01-14
BMW,Hatchback,2004,60381,18300,2010-03-31
Volkswagen,Minivan,2010,63601,140638,2007-10-15
Hyundai,Sedan,2018,20082,138573,2006-01-20
Nissan,Convertible,2020,19648,1845,2002-08-30
Ford,Convertible,2002,5364,119342,2000-12-26
Toyota,SUV,2011,39568,39181,2007-03-17
Chevrolet,Truck,2018,76494,188335,2008-09-25
Honda,Truck,2018,79632,194110,2013-07-19
Audi,Coupe,2012,12436,34404,2004-06-12
Volkswagen,SUV,2006,31754,22564,2004-10-22
Mercedes-Benz,Minivan,2014,65194,97898,2021-05-28
Volkswagen,Coupe,2022,29544,188507,2014-01-06
Audi,SUV,2006,65180,18227,2016-07-01
Hyundai,Hatchback,2007,68295,95259,2019-02-05
Mercedes-Benz,Truck,2004,17638,124451,2002-09-02
Mercedes-Benz,Minivan,2020,70715,178547,2011-10-28
Toyota,Hatchback,2013,74409,17215,2016-03-20
Volkswagen,Minivan,2003,22157,130577,2006-05-02
Ford,Coupe,2022,50565,71074,2002-02-26
Audi,SUV,2009,74996,152771,2006-08-25
Hyundai,Truck,2019,70888,108621,2018-03-31
Hyundai,Truck,2014,61095,143526,2020-06-27
Nissan,Minivan,2017,69947,179289,2003-09-25
Honda,Minivan,2019,75880,106759,2010-11-03
Toyota,Minivan,2012,9507,128471,2004-10-15
Toyota,Sedan,2007,48988,21711,2018-04-07
Chevrolet,Coupe,2008,21865,146131,2001-06-24
Toyota,Sedan,2015,32213,48398,2020-11-25
Mercedes-Benz,Minivan,2018,60954,1286,2010-10-10
Chevrolet,Minivan,2015,62450,165369,2010-11-02
Hyundai,Truck,2006,9477,108304,2010-07-26
Ford,Coupe,2013,67222,104959,2022-01-15
BMW,Coupe,2013,11533,157557,2014-08-06
Honda,Hatchback,2003,54395,59967,2022-06-13
Honda,Convertible,2014,28396,97803,2004-07-15
Ford,SUV,2002,17755,129745,2016-12-07
Ford,Convertible,2004,5865,54583,2012-02-15
BMW,Convertible,2000,16173,124077,2019-10-25
Nissan,Minivan,2002,63905,182702,2002-11-05
Volkswagen,Truck,2014,43097,111359,2005-10-17
Honda,Hatchback,2007,38371,27086,2011-01-01
Nissan,SUV,2003,16254,147556,2020-08-29
Toyota,Minivan,2001,9018,199695,2004-12-29
Ford,Minivan,2009,10192,104132,2009-09-04
Chevrolet,Convertible,2003,7015,59263,2018-04-06
Nissan,Convertible,2002,73916,149747,2022-08-07
Nissan,Coupe,2001,33343,120155,2009-10-11
Honda,Truck,2016,74306,60664,2008-09-27
Hyundai,Convertible,2022,10829,155752,2013-07-24
Chevrolet,SUV,2020,39381,148149,2011-09-15
Volkswagen,Sedan,2019,23263,120474,2000-12-20
Toyota,Minivan,2022,58260,169246,2013-10-08
BMW,Sedan,2012,48306,76968,2007-08-06
Audi,Truck,2004,63418,134563,2001-08-11
Hyundai,Sedan,2020,5148,177198,2001-08-27
Honda,Coupe,2008,6754,134464,2022-11-26
Hyundai,Coupe,2021,31745,193329,2000-12-19
Chevrolet,SUV,2005,77914,67804,2014-11-17
Mercedes-Benz,Hatchback,2004,60833,38400,2001-03-09
Volkswagen,Truck,2009,25140,167623,2002-05-17
Toyota,Truck,2007,79907,28088,2015-10-13
Hyundai,Minivan,2006,65653,156537,2001-01-28
Volkswagen,Sedan,2006,66521,179227,2010-04-12
Audi,Convertible,2005,36075,87893,2011-12-19
Toyota,Convertible,2020,35697,5969,2012-05-18
Audi,Hatchback,2019,59544,8981,2021-01-29
Nissan,Minivan,2002,14795,152104,2012-07-14
Hyundai,Convertible,2018,69555,54091,2005-10-27
Audi,Hatchback,2021,57204,107154,2022-10-22
Volkswagen,Minivan,2014,74754,24408,2011-06-25
Mercedes-Benz,SUV,2003,69860,155313,2010-11-04
BMW,Truck,2011,56529,47940,2001-10-25
Ford,Sedan,2005,16672,182177,2007-10-03
Mercedes-Benz,SUV,2018,59238,192122,2012-07-10
Honda,Coupe,2003,40950,3657,2017-06-11
Mercedes-Benz,Coupe,2014,16009,21230,2020-11-15
Audi,Coupe,2008,52096,149752,2017-03-24
Honda,Hatchback,2004,24544,84731,2014-03-05
Mercedes-Benz,Hatchback,2012,60728,173412,2022-11-14
Ford,Minivan,2022,34381,167022,2019-03-08
Volkswagen,Truck,2017,30287,138939,2008-09-13
BMW,Coupe,2004,69610,4329,2015-03-09
Audi,Hatchback,2015,73122,35865,2012-04-17
Hyundai,Minivan,2018,73184,198012,2013-05-28
Toyota,Hatchback,2013,45081,37869,2000-07-04
Chevrolet,Convertible,2015,50312,197977,2012-09-27
Hyundai,Hatchback,2014,77943,120185,2005-06-03
Nissan,Coupe,2021,57726,83984,2012-06-07
Audi,SUV,2003,27211,125172,2021-05-18
Toyota,Coupe,2006,34480,101069,2002-04-09
Volkswagen,Minivan,2015,52780,89711,2009-08-20
Nissan,Minivan,2021,62138,66252,2021-12-04
Chevrolet,Minivan,2020,47503,79386,2016-03-06
Audi,Convertible,2021,62893,118728,2003-05-10
Hyundai,Coupe,2020,51193,132783,2015-10-23
Mercedes-Benz,Sedan,2007,66358,25801,2007-10-15
Hyundai,Convertible,2016,27117,90709,2020-02-12
Hyundai,Truck,2015,64056,53270,2007-06-26
Chevrolet,Coupe,2022,63706,55535,2012-02-07
Audi,Hatchback,2009,75429,16220,2010-12-10
Audi,SUV,2009,14476,13392,2004-08-15
Honda,Coupe,2001,60006,133318,2006-09-13
Hyundai,SUV,2008,74918,20010,2002-05-17
Volkswagen,Minivan,2016,68155,126951,2019-01-13
Toyota,Minivan,2010,72321,68358,2016-08-28
Toyota,Sedan,2009,50798,148306,2014-07-11
Nissan,Truck,2021,35177,96190,2022-07-23
Chevrolet,Hatchback,2016,48013,115795,2011-02-01
Hyundai,Convertible,2003,58450,180523,2009-06-19
Volkswagen,Convertible,2015,52928,122790,2008-11-02
Nissan,Truck,2019,50382,125223,2003-06-02
Audi,Sedan,2014,5760,75205,2003-03-13
Toyota,Sedan,2020,29142,152856,2009-07-22
Ford,Minivan,2004,22290,160744,2005-03-12
Honda,Coupe,2005,76035,1082,2005-12-19
Volkswagen,Sedan,2016,5364,142220,2016-04-21
Nissan,Coupe,2000,61921,158566,2007-06-13
Nissan,SUV,2018,24797,75093,2005-04-27
Volkswagen,Truck,2003,37535,51952,2016-03-09
Mercedes-Benz,SUV,2016,51300,36719,2021-01-16
Ford,SUV,2008,52176,48737,2010-02-13
Audi,SUV,2001,21105,190525,2007-09-26
Toyota,SUV,2007,12939,107271,2004-10-12
Hyundai,Convertible,2014,47029,170608,2001-06-13
Volkswagen,Sedan,2006,20863,181676,2017-06-24
Chevrolet,Truck,2005,15447,181905,2022-10-17
Ford,Truck,2000,51940,145111,2012-04-13
Honda,Hatchback,2014,24642,67839,2000-04-11
Honda,SUV,2022,72643,47931,2010-03-12
Chevrolet,Truck,2006,12928,39925,2007-06-21
Ford,Minivan,2016,53002,182075,2006-12-20
Nissan,Coupe,2001,30017,179969,2007-01-02
Honda,Truck,2008,18313,87745,2018-09-29
Nissan,Minivan,2008,6559,126298,2002-08-06
Mercedes-Benz,SUV,2012,55893,93709,2013-07-07
Ford,Truck,2005,20167,42287,2005-08-15
Volkswagen,Sedan,2005,43598,164084,2000-07-12
Hyundai,SUV,2019,12523,107252,2019-12-31
Toyota,Convertible,2019,54777,172855,2008-02-07
Mercedes-Benz,Minivan,2020,33439,109323,2022-05-19
Nissan,Sedan,2002,18285,199387,2008-01-02
Ford,Truck,2016,15973,177563,2008-11-13
Mercedes-Benz,Convertible,2016,27694,189656,2010-08-01
Nissan,Hatchback,2011,40774,12803,2022-07-13
Hyundai,Sedan,2015,9302,180697,2012-07-02
Hyundai,Hatchback,2014,27391,118819,2018-01-21
Chevrolet,Coupe,2012,9611,93361,2015-05-11
Audi,Sedan,2022,14372,13698,2008-10-18
Honda,Convertible,2000,29312,165632,2013-12-26
Hyundai,Hatchback,2016,19080,15376,2004-11-18
BMW,Coupe,2002,25874,13117,2022-09-16
Hyundai,Hatchback,2014,67537,187453,2015-12-18
Mercedes-Benz,Truck,2003,78914,169028,2015-12-19
Toyota,SUV,2003,6597,48786,2000-02-11
Ford,Hatchback,2017,16600,113005,2016-12-31
Mercedes-Benz,Truck,2016,8747,66480,2002-11-27
Audi,SUV,2018,29815,162767,2010-02-06
Hyundai,SUV,2010,29714,132583,2020-10-17
Volkswagen,Convertible,2019,23890,53233,2018-08-21
Ford,Minivan,2002,66509,111022,2010-12-11
Mercedes-Benz,Coupe,2007,66824,153574,2000-11-21
BMW,Minivan,2013,9725,181082,2019-09-23
Toyota,Coupe,2000,48205,92529,2003-01-25
Honda,Sedan,2013,25684,177561,2000-04-17
Ford,Truck,2001,62911,100919,2017-03-26
Audi,Convertible,2022,18092,83533,2014-03-21
Volkswagen,Hatchback,2003,44770,163021,2019-10-12
BMW,Truck,2018,30457,199448,2005-08-01
Honda,Hatchback,2005,76667,198382,2002-03-14
Nissan,Minivan,2000,67894,69407,2002-02-05
Toyota,Hatchback,2016,66305,73809,2009-08-28
Honda,Minivan,2007,17612,17229,2006-04-25
Hyundai,Minivan,2018,42089,158457,2004-01-28
Chevrolet,Hatchback,2020,57137,42176,2011-04-22
Volkswagen,Sedan,2000,5559,94825,2006-07-01
BMW,Minivan,2004,71249,134332,2009-01-22
Honda,Sedan,2015,42361,97555,2018-09-17
Chevrolet,Convertible,2005,20261,3145,2015-09-14
Honda,Sedan,2007,25372,97289,2013-03-27
Mercedes-Benz,Convertible,2012,60355,138874,2019-02-20
Nissan,Sedan,2015,62920,2263,2010-11-27
Toyota,Coupe,2002,37544,157985,2010-04-26
Nissan,Convertible,2018,5037,57788,2004-02-13
Mercedes-Benz,Coupe,2011,48032,139227,2018-08-07
Honda,Minivan,2015,46420,131994,2006-09-16
Ford,Coupe,2010,39600,151744,2005-07-26
Chevrolet,Convertible,2009,53285,169598,2021-11-28
Volkswagen,Truck,2019,67008,45344,2016-06-24
Audi,Minivan,2003,10167,122819,2003-07-31
Chevrolet,Minivan,2011,5432,150086,2002-09-02
Nissan,SUV,2022,74687,73352,2013-07-10
Chevrolet,Sedan,2001,76947,40324,2010-03-22
Hyundai,Hatchback,2021,55903,94075,2006-02-01
Honda,Sedan,2018,59149,169770,2001-04-29
Mercedes-Benz,Hatchback,2004,61768,77169,2003-11-29
Chevrolet,Truck,2007,65184,23384,2005-09-11
Chevrolet,SUV,2006,70792,3512,2001-11-26
Mercedes-Benz,Truck,2013,38439,137138,2017-04-01
Hyundai,SUV,2022,38257,162572,2012-10-04
Hyundai,Convertible,2002,49674,123775,2000-07-20
